SaveGameType TagID VersionIn VersionOut SaveVersionIn SaveVersionOut TypeID XMLName1 XMLName2
1 594 -1 -1 100 -1 1 SceneBrightness Brightness
0 640 99 -1 -1 -1 17 SceneWaySystems WaySystems
2 641 99 -1 99 -1 16 SceneCurrentWaySystem CurrentWaySystem
0 681 120 -1 -1 -1 17 SceneActionAreas ActionAreas
0 765 170 -1 -1 -1 3 SceneSavegameScreenshot SavegameScreenshot
1 794 -1 -1 179 -1 1 SceneShaderSet ShaderSet
0 838 184 -1 -1 -1 17 SceneAudioBusses AudioBusses
0 879 193 -1 -1 -1 16 SceneTestCharacter TestCharacter
0 892 1 -1 -1 -1 17 SceneCurves Curves
0 905 197 -1 -1 -1 17 SceneComponents Components
0 929 204 -1 -1 -1 13 SceneSaveTextOffset SaveTextOffset
0 930 204 -1 -1 -1 1 SceneSaveTextAlignment SaveTextAlignment
Table: 5 Points

0 145 1 -1 -1 -1 1 PointSize Size
0 146 1 -1 -1 -1 13 PointPosition Position
0 147 1 -1 -1 -1 17 PointRelations Relations
Table: 6 Objects

0 251 23 -1 -1 -1 16 ObjectName Name
0 341 25 -1 -1 -1 8 ObjectPolygon Polygon
0 222 13 -1 -1 -1 1 ObjectDirection Direction
0 169 1 -1 -1 -1 16 ObjectCondition Condition
0 170 1 -1 -1 -1 16 ObjectSprite Sprite
0 171 1 -1 -1 -1 16 ObjectAnimation Animation
0 172 1 -1 -1 -1 17 ObjectActions Actions
0 175 1 -1 -1 -1 17 ObjectConditions Conditions
0 176 1 -1 -1 -1 17 ObjectAnimations Animations
0 329 24 -1 -1 -1 1 ObjectCenter Center
0 333 24 -1 -1 -1 17 ObjectValues Values
0 339 24 -1 -1 -1 13 ObjectPosition Position
0 350 25 -1 -1 -1 0 ObjectIsItem IsItem
0 359 26 -1 -1 -1 0 ObjectConditionNegate ConditionNegate
0 384 38 -1 -1 -1 0 ObjectIsWalkable IsWalkable
0 538 42 -1 -1 -1 1 ObjectScrollFactorX ScrollFactorX
0 539 42 -1 -1 -1 1 ObjectScrollFactorY ScrollFactorY
1 600 -1 -1 100 -1 1 ObjectVisibility Visibility
1 601 -1 -1 100 -1 1 ObjectDestVisibility DestVisibility
1 602 -1 -1 100 -1 1 ObjectTimeToDestVisibility TimeToDestVisibility
0 665 117 -1 -1 -1 16 ObjectSnoopAnimation SnoopAnimation
0 666 117 -1 -1 -1 13 ObjectSnoopAnimationPos SnoopAnimationPos
1 779 -1 -1 172 -1 13 ObjectOffset Offset
1 783 -1 -1 174 -1 4 ObjectRotation Rotation
1 784 -1 -1 174 -1 13 ObjectRotationCenter RotationCenter
1 785 -1 -1 174 -1 1 ObjectShaderSet ShaderSet
1 786 -1 -1 174 -1 4 ObjectScale Scale
0 791 178 -1 -1 -1 3 ObjectModel Model
1 792 -1 -1 178 -1 1 ObjectMatrixId MatrixId
1 812 -1 -1 180 -1 4 ObjectScaleX ScaleX
1 813 -1 -1 180 -1 4 ObjectScaleY ScaleY
0 846 187 -1 -1 -1 16 ObjectValue Value
0 847 187 -1 -1 -1 1 ObjectValueOperator ValueOperator
0 848 187 -1 -1 -1 1 ObjectValueInt ValueInt
0 902 197 -1 -1 -1 17 ObjectComponents Components
0 910 199 -1 -1 -1 0 ObjectLightmapAffected LightmapAffected
Table: 7 Actions

0 159 1 -1 -1 -1 1 ActionExecutionType ExecutionType
0 160 1 -1 -1 -1 16 ActionFixture Fixture
0 161 1 -1 -1 -1 16 ActionCommand Command
0 162 1 -1 -1 -1 17 ActionActionParts ActionParts
0 948 206 -1 -1 -1 0 ActionDisabled Disabled
Table: 8 ActionParts

0 179 1 -1 -1 -1 1 ActionPartCommand Command
0 180 1 -1 -1 -1 16 ActionPartLink Link
0 181 1 -1 -1 -1 3 ActionPartPath Path
0 242 19 -1 -1 -1 1 ActionPartInt Int
0 290 23 -1 -1 -1 16 ActionPartAltLink AltLink
0 291 23 -1 -1 -1 1 ActionPartAltInt AltInt
0 591 99 -1 -1 -1 1 ActionPartAltInt2 AltInt2
0 654 100 -1 -1 -1 2 ActionPartString String
0 909 197 -1 -1 -1 0 ActionPartDisabled Disabled
Table: 9 Animations

0 184 1 -1 -1 -1 0 AnimationLoopRandom LoopRandom
0 187 1 -1 -1 -1 1 AnimationNumberOfLoops NumberOfLoops
0 188 1 -1 -1 -1 1 AnimationPause Pause
0 189 1 -1 -1 -1 13 AnimationPosition Position
0 190 1 -1 -1 -1 16 AnimationAction Action
0 235 18 -1 -1 -1 7 AnimationSprites Sprites
0 284 23 -1 -1 -1 16 AnimationMirror Mirror
0 285 23 -1 -1 -1 1 AnimationDirection Direction
0 338 24 -1 -1 -1 0 AnimationMove Move
0 344 25 -1 -1 -1 0 AnimationUseIndividualPause UseIndividualPause
0 367 30 -1 -1 -1 13 AnimationCenter Center
0 576 54 -1 -1 -1 17 AnimationPropertyFrames PropertyFrames
0 656 112 -1 -1 -1 1 AnimationReplay Replay
0 726 142 -1 -1 -1 1 AnimationModelAnimIndex ModelAnimIndex
0 727 142 -1 -1 -1 1 AnimationModelAnimSpeed ModelAnimSpeed
0 760 166 -1 -1 -1 12 AnimationWalkSteps WalkSteps
0 808 180 -1 -1 -1 3 AnimationModelFile ModelFile
0 809 180 -1 -1 -1 2 AnimationModelName ModelName
0 811 180 -1 -1 -1 1 AnimationEndDirection EndDirection
0 849 187 -1 -1 -1 10 AnimationPauses Pauses
0 940 206 -1 -1 -1 0 AnimationMirrorCopied MirrorCopied
Table: 10 Conditions

0 193 1 -1 -1 -1 0 ConditionIsVariable IsVariable
2 194 1 -1 -1 -1 0 ConditionValue Value
0 195 1 -1 -1 -1 0 ConditionReturnNegate ReturnNegate
0 198 1 -1 -1 -1 1 ConditionOperator Operator
0 844 187 -1 -1 -1 17 ConditionConditions Conditions
0 845 187 -1 -1 -1 20 ConditionConditionsNegate ConditionsNegate
0 939 205 -1 -1 -1 9 ConditionSettings Settings
Table: 11 Dialogs

0 202 1 -1 -1 -1 17 DialogDialogParts DialogParts
0 825 182 -1 -1 -1 16 DialogCharacter Character
Table: 12 DialogParts

0 204 1 -1 -1 -1 16 DialogPartCondition Condition
0 614 100 -1 -1 -1 0 DialogPartConditionNegate ConditionNegate
0 205 1 -1 -1 -1 16 DialogPartText Text
0 206 1 -1 -1 -1 16 DialogPartAction Action
